Date,Open,High,Low,Close,Adj Close,Volume
1/14/2019,37.567501,39.470001,37.512501,39.205002,37.629375,491411200
1/21/2019,39.102501,39.532501,37.924999,39.439999,37.854942,450006400
1/28/2019,38.947498,42.25,38.415001,41.630001,39.956924,809187200
2/4/2019,41.852501,43.892502,41.82,42.602501,40.890347,605593600
2/11/2019,42.762501,43.119999,42.3125,42.605,41.068119,448918400
2/18/2019,42.427502,43.330002,42.372501,43.2425,41.682625,325000400
2/25/2019,43.540001,43.967499,43.182499,43.7425,42.164589,483522400
3/4/2019,43.922501,44.4375,42.375,43.227501,41.668175,467119200
3/11/2019,43.872501,46.8325,43.837502,46.529999,44.85154,632534000
3/18/2019,46.450001,49.422501,46.182499,47.762501,46.039574,729373200
3/25/2019,47.877499,48.220001,46.145,47.487499,45.774502,671354400
4/1/2019,47.91,49.275002,47.095001,49.25,47.473427,446161600
4/8/2019,49.105,50.712502,49.052502,49.717499,47.924042,528026800
4/15/2019,49.645,51.037498,49.502499,50.965,49.126549,385342400
4/22/2019,50.7075,52.119999,50.529999,51.075001,49.232586,389981600
4/29/2019,51.099998,53.827499,49.7775,52.9375,51.027901,745822400
5/6/2019,51.072498,52.209999,48.192501,49.294998,47.516792,694654400
5/13/2019,46.927502,48.1175,45.712502,47.25,45.720963,745662000
5/20/2019,45.880001,47,44.452499,44.7425,43.294609,627880400
5/27/2019,44.73,45.147499,43.747501,43.767502,42.351162,418765600
6/3/2019,43.900002,47.98,42.567501,47.537498,45.999161,617392800
6/10/2019,47.952499,49.197498,47.575001,48.185001,46.62571,447372400
6/17/2019,48.224998,50.212502,48.0425,49.695,48.08683,526635600
6/24/2019,49.634998,50.392502,48.822498,49.48,47.878792,469474000
7/1/2019,50.7925,51.27,50.162498,51.057499,49.405243,291262800
7/8/2019,50.202499,51.0975,49.602501,50.825001,49.180271,406402800
7/15/2019,51.022499,51.625,50.59,50.647499,49.008514,349566400
7/22/2019,50.912498,52.432499,50.9025,51.935001,50.254353,348612800
7/29/2019,52.115002,55.342499,50.407501,51.005001,49.35445,879082000
8/5/2019,49.497501,50.8825,48.145,50.247501,48.62146,692845600
8/12/2019,49.904999,53.035,49.787498,51.625,50.144176,644382400
8/19/2019,52.654999,53.610001,50.25,50.66,49.206863,567620000
8/26/2019,51.465,52.612499,50.830002,52.185001,50.688114,439958400
9/2/2019,51.607498,53.605,51.055,53.314999,51.785702,329948400
9/9/2019,53.709999,56.605,52.767502,54.6875,53.118839,701467600
9/16/2019,54.432499,55.939999,54.3675,54.432499,52.871147,569162000
9/23/2019,54.737499,55.622501,54.285,54.705002,53.135845,465780800
9/30/2019,55.224998,57.055,53.782501,56.752499,55.124599,634486800
10/7/2019,56.567501,59.41,56.0825,59.052502,57.358635,588705600
10/14/2019,58.724998,59.532501,58.299999,59.102501,57.407196,422709600
10/21/2019,59.380001,61.682499,59.330002,61.645,59.876774,388122000
10/28/2019,61.855,63.982498,59.314999,63.955002,62.12051,654221600
11/4/2019,64.332497,65.110001,63.842499,65.035004,63.169537,423960800
11/11/2019,64.574997,66.445,64.57,66.440002,64.727974,461333600
11/18/2019,66.449997,67,65.099998,65.445,63.758621,455825200
11/25/2019,65.677498,67,65.625,66.8125,65.090881,301081200
12/2/2019,66.817497,67.75,64.072502,67.677498,65.933594,456599200
12/9/2019,67.5,68.824997,66.227501,68.787498,67.014984,568117600
12/16/2019,69.25,70.662498,69.245003,69.860001,68.059845,732720000
12/23/2019,70.1325,73.4925,70.092499,72.449997,70.583107,386438000
12/30/2019,72.364998,75.150002,71.305,74.357498,72.441475,526723200
1/6/2020,73.447502,78.167503,73.1875,77.582497,75.583351,670091600
1/13/2020,77.910004,79.684998,77.387497,79.682503,77.629234,652055600
1/20/2020,79.297501,80.832497,78.912498,79.577499,77.526955,463685200
1/27/2020,77.514999,81.962502,76.220001,77.377502,75.383636,866734800
2/3/2020,76.074997,81.305,75.555,80.0075,77.945877,652341200
2/10/2020,78.544998,81.805,78.462502,81.237503,79.332024,492263600
2/17/2020,78.839996,81.162498,77.625,78.262497,76.426788,476635200
2/24/2020,74.315002,76.044998,64.092499,68.339996,66.737015,1398039200
3/2/2020,70.57,76,69.43,72.2575,70.562653,1293800800
3/9/2020,65.9375,71.610001,62,69.4925,67.862495,1616839600
3/16/2020,60.487499,64.769997,57,57.310001,55.965752,1620263600
3/23/2020,57.02,64.669998,53.1525,61.935001,60.482265,1384190000
3/30/2020,62.685001,65.622498,59.224998,60.352501,58.936878,837010800
4/6/2020,62.724998,67.925003,62.345001,66.997498,65.426018,735437600
4/13/2020,67.077499,72.0625,66.457497,70.699997,69.041672,829547200
4/20/2020,69.487503,70.752502,66.357498,70.7425,69.083176,678844800
4/27/2020,70.449997,74.75,69.550003,72.267502,70.572411,790054000
5/4/2020,72.292503,77.587502,71.580002,77.532501,75.713921,672706400
5/11/2020,77.025002,79.922501,75.052498,76.927498,75.326469,834147600
5/18/2020,78.292503,80.222504,77.580002,79.722504,78.063293,532904800
5/25/2020,80.875,81.059998,78.272499,79.485001,77.830727,525560400
6/1/2020,79.4375,82.9375,79.302498,82.875,81.150169,497736000
6/8/2020,82.5625,88.692497,81.830002,84.699997,82.937195,811826800
6/15/2020,83.3125,89.139999,83.144997,87.43,85.610374,779940400
6/22/2020,87.834999,93.095001,87.787498,88.407501,86.567535,883003200
6/29/2020,88.3125,92.6175,87.82,91.027496,89.133003,495648000
7/6/2020,92.5,96.317497,92.467499,95.919998,93.923668,564072000
7/13/2020,97.264999,99.955002,93.877502,96.327499,94.322701,718600800
7/20/2020,96.417503,99.25,89.144997,92.614998,90.687454,665196000
7/27/2020,93.709999,106.415001,93.247498,106.260002,104.0485,847635600
8/3/2020,108.199997,114.412498,107.892502,111.112503,108.799988,1003474000
8/10/2020,112.599998,116.042503,109.107498,114.907501,112.718887,941551200
8/17/2020,116.0625,124.8675,113.962502,124.370003,122.001129,835695200
8/24/2020,128.697495,128.785004,123.052498,124.807503,122.430313,1063638000
8/31/2020,127.580002,137.979996,110.889999,120.959999,118.65609,1167976600
9/7/2020,113.949997,120.5,110,112,109.866745,771441800
9/14/2020,114.720001,118.830002,106.089996,106.839996,104.805038,944587000
9/21/2020,104.540001,112.860001,103.099998,112.279999,110.141426,847212600
9/28/2020,115.010002,117.720001,112.220001,113.019997,110.86734,640562200
10/5/2020,113.910004,117,112.25,116.970001,114.742096,548575100
10/12/2020,120.059998,125.389999,118.150002,119.019997,116.753052,881222300
10/19/2020,119.959999,120.419998,114.279999,115.040001,112.848854,519569600
10/26/2020,114.010002,117.279999,107.720001,108.860001,106.786552,684467100
11/2/2020,109.110001,119.620003,107.32,118.690002,116.429329,609571800
11/9/2020,120.5,121.989998,114.129997,119.260002,117.190308,589577900
11/16/2020,118.919998,120.989998,116.809998,117.339996,115.303635,389493400
11/23/2020,117.18,117.620003,112.589996,116.589996,114.566635,365024000
11/30/2020,116.970001,123.779999,116.809998,122.25,120.128426,543370600
12/7/2020,122.309998,125.949997,120.150002,122.410004,120.285645,452278700
12/14/2020,122.599998,129.580002,121.540001,126.660004,124.461899,621538100
12/21/2020,125.019997,134.410004,123.449997,131.970001,129.679733,433310200
12/28/2020,133.990005,138.789993,131.720001,132.690002,130.387222,441102200
1/4/2021,133.520004,133.610001,126.379997,132.050003,129.758331,610791200
1/11/2021,129.190002,131.449997,126.860001,127.139999,124.933556,482792700
1/18/2021,127.779999,139.850006,126.940002,139.070007,136.656555,429687100
1/25/2021,143.070007,145.089996,130.210007,131.960007,129.669891,716991000
2/1/2021,133.75,137.419998,130.929993,136.759995,134.386597,439303000
2/8/2021,136.029999,137.880005,133.690002,135.369995,133.219482,345543100
2/15/2021,135.490005,136.009995,127.410004,129.869995,127.806877,363020300
2/22/2021,128.009995,129.720001,118.389999,121.260002,119.333656,685989200
3/1/2021,123.75,128.720001,117.57,121.419998,119.491096,663456700
3/8/2021,120.93,123.209999,116.209999,121.029999,119.107315,586977300
3/15/2021,121.410004,127.220001,119.68,119.989998,118.083817,626343500
3/22/2021,120.330002,124.239998,118.919998,121.209999,119.284454,488825800
3/29/2021,121.650002,124.18,118.860001,123,121.046028,359904000
4/5/2021,123.870003,133.039993,123.07,133,130.887146,447820500
4/12/2021,132.520004,135,130.630005,134.160004,132.028732,444178800
4/19/2021,133.509995,135.529999,131.300003,134.320007,132.186188,421147600
4/26/2021,134.830002,137.070007,131.070007,131.460007,129.371628,501621500
5/3/2021,132.039993,134.070007,126.699997,130.210007,128.141464,453802300
5/10/2021,129.410004,129.539993,122.25,127.449997,125.638359,514165600
5/17/2021,126.82,128,122.860001,125.43,123.647072,386352000
5/24/2021,126.010002,128.320007,124.550003,124.610001,122.838737,357615000
5/31/2021,125.080002,126.160004,123.129997,125.889999,124.100533,278314500
6/7/2021,126.169998,128.460007,124.830002,127.349998,125.53978,327048100
6/14/2021,127.82,132.550003,127.07,130.460007,128.60556,457142800
6/21/2021,130.300003,134.639999,129.210007,133.110001,131.217926,354155800
6/28/2021,133.410004,140,133.350006,139.960007,137.970535,321267200
7/5/2021,140.070007,145.649994,140.070007,145.110001,143.047348,418559700
