Date,Open,High,Low,Close,Adj Close,Volume
2/1/2019,81.944,83.653,78.337997,81.991501,81.991501,1618738000
3/1/2019,82.7565,91.1875,79.328499,89.037498,89.037498,2016644000
4/1/2019,90.005501,97.817001,89.936501,96.325996,96.325996,1624784000
5/1/2019,96.654503,98.220001,88.635002,88.753502,88.753502,1964288000
6/1/2019,88.000504,96.760002,83.599998,94.681503,94.681503,1494930000
7/1/2019,96.149002,101.790001,92.472,93.338997,93.338997,1462976000
8/1/2019,93.585999,94.896004,87.175499,88.814499,88.814499,1595424000
9/1/2019,88.5,92.682999,85.460999,86.795502,86.795502,1223458000
10/1/2019,87.300003,89.942497,84.252998,88.833,88.833,1407210000
11/1/2019,89.400497,91.234497,86.135498,90.040001,90.040001,1041524000
12/1/2019,90.220001,95.07,86.75,92.391998,92.391998,1362992000
1/1/2020,93.75,102.786003,90.766998,100.435997,100.435997,1693966000
2/1/2020,100.529999,109.297501,90.556503,94.1875,94.1875,1850202000
3/1/2020,95.324501,99.816498,81.301498,97.486,97.486,3276182000
4/1/2020,96.648499,123.75,94.457497,123.699997,123.699997,2492196000
5/1/2020,116.839996,126.272499,112.819,122.1185,122.1185,1651688000
6/1/2020,122.400002,139.800003,121.856499,137.940994,137.940994,1756366000
7/1/2020,137.899506,167.214493,137.699997,158.233994,158.233994,2550040000
8/1/2020,159.025497,174.75,153.649994,172.548004,172.548004,1670332000
9/1/2020,174.479004,177.612503,143.550003,157.436493,157.436493,2317986000
10/1/2020,160.399994,174.811996,150.949997,151.807495,151.807495,2324522000
11/1/2020,153.087006,168.339996,147.505997,158.401993,158.401993,1816210000
12/1/2020,159.425003,167.532501,153.641006,162.846497,162.846497,1551124000
1/1/2021,163.5,168.194504,154.300003,160.309998,160.309998,1430578000
2/1/2021,162.117996,171.699997,151.835007,154.6465,154.6465,1442140000
3/1/2021,156.394501,159.100006,144.050003,154.703995,154.703995,1563760000
4/1/2021,155.897003,177.699997,155.777496,173.371002,173.371002,1536792000
5/1/2021,174.236496,174.332504,156.3685,161.153503,161.153503,1503678000
6/1/2021,162.175003,176.242996,158.610001,172.007996,172.007996,1340220000
7/1/2021,171.730499,188.654007,165.348999,166.379501,166.379501,1674586000
8/1/2021,167.654999,173.628998,158.787994,173.539505,173.539505,1256964000
9/1/2021,174.820007,177.499496,163.699493,164.251999,164.251999,1250554000
10/1/2021,164.4505,173.949997,158.8125,168.621506,168.621506,1273466000
11/1/2021,168.089996,188.107498,164.177505,175.3535,175.3535,1515990000
12/1/2021,177.25,177.994003,165.195007,166.716995,166.716995,1287634000
1/1/2022,167.550003,171.399994,135.352005,149.573502,149.573502,1524654000
2/1/2022,150,163.834503,138.332993,153.563004,153.563004,1689604000
3/1/2022,152.732498,170.831497,133.572495,162.997498,162.997498,1628486000
4/1/2022,164.149506,168.394501,121.625,124.281502,124.281502,1465008000
5/1/2022,122.401001,126.220497,101.260002,120.209503,120.209503,2258476000
6/1/2022,122.255997,128.990005,101.43,106.209999,106.209999,1767601100
7/1/2022,106.290001,137.649994,105.849998,134.949997,134.949997,1337852600
8/1/2022,134.960007,146.570007,126.739998,126.769997,126.769997,1170449000
9/1/2022,126,136.490005,112.059998,113,113,1210487600
10/1/2022,113.580002,123,97.660004,102.440002,102.440002,1459311500
11/1/2022,103.989998,104.580002,85.870003,96.540001,96.540001,2035133200
12/1/2022,96.989998,97.230003,81.690002,84,84,1549193300
1/1/2023,85.459999,103.489998,81.43,103.129997,103.129997,1523798600
2/1/2023,102.529999,114,92.32,94.230003,94.230003,1364102000
3/1/2023,93.870003,103.489998,88.120003,103.290001,103.290001,1349240300
4/1/2023,102.300003,110.860001,97.709999,105.449997,105.449997,1224083600
5/1/2023,104.949997,122.919998,101.150002,120.580002,120.580002,1432891600
6/1/2023,120.690002,131.490005,119.93,130.360001,130.360001,1242648800
7/1/2023,130.820007,136.649994,125.919998,133.679993,133.679993,1058754800
8/1/2023,133.550003,143.630005,126.410004,138.009995,138.009995,1210426200
9/1/2023,139.460007,145.860001,123.040001,127.120003,127.120003,1120271900
10/1/2023,127.279999,134.479996,118.349998,133.089996,133.089996,1224564700
11/1/2023,133.960007,149.259995,133.710007,146.089996,146.089996,1025986900
12/1/2023,146,155.630005,142.809998,151.940002,151.940002,931128600
1/1/2024,151.539993,157.169998,144.050003,154.619995,154.619995,422454000
1/12/2024,155.389999,156.199997,154.009995,154.619995,154.619995,40484155
