Date,Open,High,Low,Close,Adj Close,Volume
1/14/2019,81.599998,85.809998,81.300499,84.809998,84.809998,451896000
1/21/2019,84.050003,84.174004,80.510002,83.528503,83.528503,413556000
1/28/2019,82.179497,86.820503,79.536003,81.311501,81.311501,753416000
2/4/2019,81.150002,83.612999,78.337997,79.411003,79.411003,472124000
2/11/2019,80.049004,82.819,79.300003,80.397499,80.397499,404012000
2/18/2019,80.050003,81.747002,80.028,81.578003,81.578003,271978000
2/25/2019,82.072502,83.712997,80.754997,83.586502,83.586502,339998000
3/4/2019,84.25,85.471497,79.328499,81.040001,81.040001,469378000
3/11/2019,81.306,85.940002,81.300499,85.617996,85.617996,430808000
3/18/2019,85.635002,91.1875,85.6315,88.238503,88.238503,603794000
3/25/2019,87.889503,90.288498,87.283997,89.037498,89.037498,413166000
4/1/2019,90.005501,91.929001,89.936501,91.863998,91.863998,377548000
4/8/2019,91.661499,92.654503,91.255501,92.153,92.153,324008000
4/15/2019,92.099998,93.823502,90.945,93.084503,93.084503,248248000
4/22/2019,92.769997,97.550003,92.281998,97.531502,97.531502,524434000
4/29/2019,97.449997,98.220001,94.093498,98.123001,98.123001,419776000
5/6/2019,95.899002,97.949997,92.800003,94.499001,94.499001,528496000
5/13/2019,91.828003,95.875504,90.787498,93.449997,93.449997,490990000
5/20/2019,92.634499,93.949997,90.209999,91.164001,91.164001,370678000
5/27/2019,91.637497,92.463501,88.635002,88.753502,88.753502,304894000
6/3/2019,88.000504,90.3125,83.599998,90.2015,90.2015,550302000
6/10/2019,91.099998,94.684998,90.900002,93.483498,93.483498,354780000
6/17/2019,93.824997,96.760002,93.772499,95.565002,95.565002,331522000
6/24/2019,95.633003,95.843002,93.621002,94.681503,94.681503,258326000
7/1/2019,96.149002,97.294998,95.331497,97.1455,97.1455,203134000
7/8/2019,96.706001,101.790001,96.412498,100.550003,100.550003,379762000
7/15/2019,101.07,101.316002,97.577499,98.225998,98.225998,296616000
7/22/2019,98.556999,100.065002,96.225502,97.152496,97.152496,345968000
7/29/2019,96.5,96.611504,90.401001,91.162003,91.162003,430886000
8/5/2019,88.511002,91.712997,87.439003,90.378998,90.378998,444728000
8/12/2019,89.7995,91.586998,87.861,89.628502,89.628502,371404000
8/19/2019,90.903999,91.478996,87.261497,87.481003,87.481003,294038000
8/26/2019,88.345497,89.987,87.175499,88.814499,88.814499,291864000
9/2/2019,88.5,92.099998,88.400002,91.675499,91.675499,233496000
9/9/2019,92.050003,92.682999,90.266998,91.967003,91.967003,256820000
9/16/2019,91.200996,91.628502,89.045998,89.708,89.708,310738000
9/23/2019,88.849998,89.7855,85.691002,86.272499,86.272499,369510000
9/30/2019,86.349503,87.779999,84.252998,86.982498,86.982498,299408000
10/7/2019,86.581497,87.391502,85.25,86.596001,86.596001,251408000
10/14/2019,86.445503,89.942497,86.099998,87.875504,87.875504,275904000
10/21/2019,88.483002,89.488998,84.75,88.066498,88.066498,409056000
10/28/2019,87.403,89.872498,87.125,89.571999,89.571999,280136000
11/4/2019,90.050499,90.752998,88.702003,89.293999,89.293999,229232000
11/11/2019,88.900002,89.310997,86.642998,86.974503,86.974503,263310000
11/18/2019,86.915001,88.125999,86.135498,87.286003,87.286003,260846000
11/25/2019,87.662498,91.234497,87.662003,90.040001,90.040001,232328000
12/2/2019,90.220001,90.277496,87,87.580002,87.580002,318356000
12/9/2019,87.532997,88.449501,86.75,88.046997,88.046997,257926000
12/16/2019,88.349998,90.148499,87.852501,89.324997,89.324997,358892000
12/23/2019,89.413002,95.07,89.225502,93.489998,93.489998,304194000
12/30/2019,93.699997,94.900497,91.611504,93.748497,93.748497,279492000
1/6/2020,93,95.890999,93,94.157997,94.157997,352714000
1/13/2020,94.565498,94.900002,92.754501,93.236,93.236,315502000
1/20/2020,93.25,95.125,92.372002,93.082001,93.082001,263498000
1/27/2020,91,102.786003,90.766998,100.435997,100.435997,606384000
2/3/2020,100.529999,104.926498,100.012497,103.963997,103.963997,476710000
2/10/2020,104.250504,109.297501,104.248001,106.7435,106.7435,395490000
2/17/2020,106.250999,109.254997,104.400002,104.7985,104.7985,265688000
2/24/2020,100.158997,101.964996,90.556503,94.1875,94.1875,712314000
3/2/2020,95.324501,99.816498,93.474998,95.054497,95.054497,581818000
3/9/2020,88.693001,94.713501,83.75,89.25,89.25,814544000
3/16/2020,82.0755,97.849998,81.301498,92.304497,92.304497,993948000
3/23/2020,91.387497,97.824501,90.599998,95.004997,95.004997,660878000
3/30/2020,96.141502,99.651001,94.457497,95.329498,95.329498,466350000
4/6/2020,96.800003,102.650002,96.500999,102.138,102.138,390220000
4/13/2020,102,123.050003,101.900002,118.75,118.75,832774000
4/20/2020,119.497498,122.249001,113.983002,120.511002,120.511002,527022000
4/27/2020,122.160004,123.75,112.9095,114.302002,114.302002,696276000
5/4/2020,112.819,119.362,112.819,118.980499,118.980499,356584000
5/11/2020,118.735001,120.983498,116.889999,120.488998,120.488998,380002000
5/18/2020,120.217499,126.272499,119.2005,121.844002,121.844002,413146000
5/25/2020,122.900002,123.099998,116.5,122.1185,122.1185,306504000
6/1/2020,122.400002,125.376999,121.856499,124.150002,124.150002,287698000
6/8/2020,125.010002,136.117493,124.366997,127.250999,127.250999,506578000
6/15/2020,126.330002,134.871506,125.400002,133.750504,133.750504,373496000
6/22/2020,134.225006,139.800003,133.449997,134.643494,134.643494,428732000
6/29/2020,134.500504,147.778,131.503998,144.514999,144.514999,418998000
7/6/2020,146.748505,160.75,146.5,160,160,581008000
7/13/2020,162.552994,167.214493,145.911499,148.098495,148.098495,637934000
7/20/2020,150.009995,162.029007,144.399994,150.445496,150.445496,582260000
7/27/2020,153.100006,162.341003,149.787994,158.233994,158.233994,489702000
8/3/2020,159.025497,162.373505,155.060501,158.373001,158.373001,431244000
8/10/2020,158.515503,160.876007,153.649994,157.401001,157.401001,326164000
8/17/2020,158.656006,166,157.709,164.235992,164.235992,382614000
8/24/2020,165.507507,172.649994,162.878006,170.089996,170.089996,446592000
8/31/2020,170.449493,177.612503,155.556503,164.731003,164.731003,569850000
9/7/2020,157.199997,167.494507,154.199005,155.811005,155.811005,434152000
9/14/2020,158.647003,159.369507,145.276993,147.745499,147.745499,568100000
9/21/2020,145.324997,156.699493,143.550003,154.7565,154.7565,577280000
9/28/2020,157.442505,161.199997,155.858505,156.25,156.25,464022000
10/5/2020,157.292007,164.449493,154.5,164.332504,164.332504,425072000
